id_empleado,nombre,apellido,género,provincia,ciudad,fecha_contratacion,departamento,puesto_trabajo,nivel_educacion,salario,calificacion_desempeno,horas_extra,fecha_nacimiento,fecha_terminacion
00-18357162,Vasco,García,Hombre,Rivas,Rivas,2017-07-06,Operaciones,Especialista en Inventario,Licenciatura,76197,Satisfactorio,No,1967-12-09,2018-01-02
00-88393811,Nadia,Doménech,Mujer,Managua,Ciudad Sandino,2024-08-28,Operaciones,Coordinador de Logística,Licenciatura,60859,Satisfactorio,No,1995-02-14,2025-02-24
00-87267850,Loreto,Villalba,Mujer,Managua,Managua,2018-08-30,Marketing,Creador de Contenido,Secundaria,52939,Satisfactorio,No,1998-04-20,2019-02-26
00-50079111,Estefanía,Naranjo,Hombre,Managua,Tipitapa,2022-02-03,Ventas,Especialista de Ventas,Doctorado,62230,Satisfactorio,No,1994-02-02,2024-06-09
00-83300637,Maricruz,Gutierrez,Hombre,Managua,Ciudad Sandino,2023-09-02,TI,Especialista de Soporte TI,Licenciatura,68297,Bueno,No,1999-01-03,2024-02-29
00-39450273,Jafet,Flor,Hombre,Managua,Tipitapa,2017-02-23,Operaciones,Especialista en Inventario,Secundaria,62190,Bueno,No,2000-02-28,2017-08-22
00-62191530,Arturo,Hierro,Mujer,Estelí,Estelí,2018-12-25,TI,Desarrollador de Software,Maestría,96606,Satisfactorio,No,1960-09-17,2019-06-23
00-64266464,Emiliana,Beltran,Hombre,Managua,Managua,2022-06-15,Operaciones,Especialista en Inventario,Secundaria,55854,Bueno,No,1985-12-27,2022-12-12
00-93517915,Soraya,Ferreras,Mujer,Chinandega,Corinto,2020-09-19,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,54580,Satisfactorio,No,1997-06-26,2021-03-18
00-85751409,Rodrigo,Urrutia,Mujer,Managua,Managua,2022-05-26,Operaciones,Especialista en Inventario,Licenciatura,58131,Satisfactorio,No,1998-02-25,2022-11-22
00-67527432,Eusebio,Adán,Mujer,Chinandega,El Realejo,2017-11-21,Operaciones,Especialista en Inventario,Licenciatura,64260,Bueno,Sí,1973-01-13,2021-12-17
00-16749089,Rosalinda,Campillo,Mujer,Rivas,San Jorge,2017-10-11,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,63590,Satisfactorio,No,1995-12-14,2021-09-24
00-71028710,Isidoro,Echeverría,Mujer,Managua,Tipitapa,2018-10-20,Atención al Cliente,Representante de Atención al Cliente,Secundaria,63956,Excelente,No,1971-12-05,2021-05-23
00-66581473,Josefa,Villaverde,Hombre,Rivas,San Juan del Sur,2017-06-19,Marketing,Creador de Contenido,Licenciatura,67857,Bueno,No,1984-04-19,2024-05-07
00-12601580,Cecilia,Ibañez,Mujer,Managua,Managua,2022-11-30,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,53458,Bueno,No,1988-05-29,2023-05-29
00-40094589,Domingo,Sastre,Hombre,Managua,Tipitapa,2022-02-18,TI,Administrador de Sistemas,Maestría,68344,Bueno,Sí,1994-08-23,2022-08-17
00-14164775,Abril,Molins,Mujer,Managua,Tipitapa,2024-12-12,Atención al Cliente,Gerente de Atención al Cliente,Licenciatura,67027,Necesita Mejora,No,1985-11-05,2025-06-10
00-12735359,Tatiana,Salas,Mujer,Managua,Tipitapa,2021-08-12,Ventas,Representante de Ventas,Licenciatura,66258,Bueno,No,2003-05-09,2022-02-08
00-73560289,Loida,Vargas,Hombre,Managua,Managua,2022-06-05,Ventas,Representante de Ventas,Licenciatura,64327,Satisfactorio,Sí,1972-06-26,2022-12-02
00-72415804,Victoria,Salmerón,Hombre,Rivas,San Jorge,2022-11-23,TI,Desarrollador de Software,Licenciatura,91360,Bueno,Sí,1982-04-09,2023-05-22
00-91321540,Mar,Taboada,Hombre,Managua,Ciudad Sandino,2021-06-13,Marketing,Especialista en SEO,Licenciatura,73844,Satisfactorio,No,1974-01-21,2021-12-10
00-25372341,Maricruz,Huertas,Hombre,Managua,Tipitapa,2023-11-02,Operaciones,Coordinador de Logística,Licenciatura,65413,Satisfactorio,No,1997-12-20,2024-04-30
00-24508768,Leonel,Vázquez,Hombre,Managua,Managua,2020-06-25,TI,Desarrollador de Software,Licenciatura,95493,Bueno,No,1972-01-04,2020-12-22
00-60372847,Jorge,Llobet,Hombre,Rivas,San Jorge,2019-06-10,Ventas,Representante de Ventas,Licenciatura,82548,Satisfactorio,No,1995-08-06,2022-06-08
00-20200074,Leyre,Macias,Mujer,Managua,Ciudad Sandino,2020-03-26,Finanzas,Analista Financiero,Licenciatura,95235,Bueno,No,1973-06-05,2020-09-22
00-23676961,Nico,Montenegro,Mujer,Managua,Managua,2022-11-22,Marketing,Especialista en SEO,Licenciatura,81450,Bueno,No,1963-09-16,2023-05-21
00-90585882,Cecilio,Chacón,Mujer,Managua,Managua,2023-02-24,Marketing,Creador de Contenido,Licenciatura,58407,Excelente,No,2002-03-19,2023-08-23
00-15512205,Rodolfo,Corominas,Hombre,Managua,Ciudad Sandino,2018-09-15,Ventas,Representante de Ventas,Licenciatura,81959,Satisfactorio,Sí,1970-04-24,2021-08-07
00-59737181,Bernardo,Ribera,Hombre,Managua,Ciudad Sandino,2016-05-28,Ventas,Especialista de Ventas,Doctorado,74105,Satisfactorio,No,1969-01-06,2021-05-12
00-11698142,Candela,Solano,Hombre,Managua,Tipitapa,2023-06-01,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78079,Satisfactorio,Sí,1994-01-21,2023-11-28
00-68186525,Hilario,Rivera,Hombre,Masaya,Niquinohomo,2024-05-22,Atención al Cliente,Representante de Atención al Cliente,Secundaria,60685,Excelente,No,1974-10-19,2024-11-18
00-71705170,María Luisa,Aller,Hombre,Managua,Managua,2022-11-08,TI,Administrador de Sistemas,Maestría,91983,Satisfactorio,No,1971-05-11,2023-05-07
00-80027662,María Del Carmen,Pintor,Hombre,Managua,Ciudad Sandino,2024-06-23,Operaciones,Especialista en Inventario,Licenciatura,68235,Bueno,Sí,1984-08-01,2024-12-20
00-82232344,Pastor,Martín,Mujer,Managua,Tipitapa,2023-10-02,Ventas,Consultor de Ventas,Maestría,96575,Bueno,No,1973-06-01,2024-03-30
00-89520597,Reyna,Rius,Mujer,Estelí,Estelí,2017-07-15,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,80107,Necesita Mejora,No,1981-02-19,2019-06-14
00-21631697,Macaria,Giménez,Hombre,Masaya,Niquinohomo,2017-06-27,Ventas,Gerente de Ventas,Maestría,111822,Bueno,No,1987-11-30,2017-12-24
00-72372114,Leandro,Ruano,Mujer,Managua,Tipitapa,2020-06-26,Ventas,Consultor de Ventas,Licenciatura,74894,Bueno,No,1974-05-06,2020-12-23
00-55150390,Roque,Navarrete,Hombre,Managua,Tipitapa,2015-09-01,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,68170,Satisfactorio,No,1984-08-25,2018-09-03
00-75437844,Nazaret,Quiroga,Hombre,Rivas,Rivas,2017-09-21,TI,Especialista de Soporte TI,Secundaria,58120,Bueno,Sí,1986-01-16,2018-03-20
00-47535126,Priscila,Solsona,Hombre,Managua,Managua,2023-12-01,Ventas,Consultor de Ventas,Maestría,69351,Bueno,No,1991-12-06,2024-05-29
00-84597009,Esther,Amores,Mujer,Managua,Tipitapa,2015-11-27,Operaciones,Especialista en Inventario,Licenciatura,63090,Necesita Mejora,No,1980-05-18,2020-06-11
00-42394260,Dora,Amores,Mujer,Estelí,Estelí,2022-01-31,Finanzas,Contador,Licenciatura,66590,Bueno,Sí,1970-02-16,2022-07-30
00-42255732,Tiburcio,Cerdá,Hombre,Managua,Ciudad Sandino,2022-11-12,TI,Desarrollador de Software,Licenciatura,94979,Bueno,No,1961-01-17,2023-05-11
00-75876924,Germán,Ayllón,Mujer,Managua,Ciudad Sandino,2019-04-05,Atención al Cliente,Especialista de Soporte,Licenciatura,68030,Bueno,Sí,1966-06-20,2019-10-02
00-49491631,Nacio,Galán,Mujer,Rivas,Rivas,2017-06-15,Marketing,Creador de Contenido,Licenciatura,55734,Satisfactorio,No,1989-12-18,2023-12-12
00-51098277,Nicolás,Pinilla,Mujer,Matagalpa,Matagalpa,2022-04-12,Ventas,Representante de Ventas,Licenciatura,65009,Satisfactorio,Sí,1970-04-18,2022-10-09
00-84285882,Paz,Robles,Mujer,Rivas,San Jorge,2020-04-02,Ventas,Especialista de Ventas,Doctorado,73797,Bueno,Sí,1990-02-17,2020-09-29
00-83871890,Ceferino,Sosa,Mujer,Managua,Tipitapa,2018-01-08,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,59391,Bueno,No,1961-10-26,2020-01-29
00-46361787,Calista,Azorin,Hombre,Managua,Tipitapa,2018-12-30,Ventas,Consultor de Ventas,Licenciatura,95438,Bueno,Sí,1978-06-13,2019-06-28
00-35848226,Pancho,Gomez,Mujer,Managua,Ciudad Sandino,2018-08-25,Marketing,Coordinador de Marketing,Licenciatura,52863,Satisfactorio,No,1991-11-12,2019-02-21
00-34850391,Mercedes,Arjona,Mujer,Matagalpa,Matagalpa,2017-10-02,Ventas,Representante de Ventas,Licenciatura,59645,Bueno,No,1977-04-14,2024-12-23
00-47111151,Jose Miguel,Flores,Mujer,Managua,Tipitapa,2022-11-02,TI,Administrador de Sistemas,Maestría,72411,Excelente,No,1990-04-23,2023-05-01
00-47983442,Ester,Corominas,Mujer,Estelí,Estelí,2024-03-28,Ventas,Consultor de Ventas,Maestría,92457,Satisfactorio,No,1980-12-15,2024-09-24
00-40532273,Ainara,Carbó,Mujer,Managua,Tipitapa,2018-07-25,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,64737,Bueno,No,1963-04-30,2019-01-21
00-81690398,Isaías,Sola,Mujer,Managua,Ciudad Sandino,2016-09-12,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78322,Bueno,Sí,1981-08-10,2017-03-11
00-84270583,María Fernanda,Peinado,Hombre,Managua,Tipitapa,2017-03-03,Operaciones,Especialista en Inventario,Licenciatura,63371,Bueno,No,1996-04-06,2024-11-08
00-75884623,Elvira,Carbó,Mujer,Managua,Ciudad Sandino,2016-10-10,Operaciones,Especialista en Inventario,Secundaria,61038,Satisfactorio,No,1994-05-17,2019-01-27
00-48163378,Fernando,Merino,Hombre,Managua,Ciudad Sandino,2019-02-09,TI,Desarrollador de Software,Maestría,102531,Satisfactorio,No,1991-02-18,2022-03-29
00-34744872,Amancio,Mesa,Hombre,Masaya,Masaya,2024-07-29,Marketing,Coordinador de Marketing,Licenciatura,72436,Bueno,No,1997-01-27,2025-01-25
00-74119726,Vilma,Perez,Hombre,Chinandega,Corinto,2016-05-24,Ventas,Representante de Ventas,Licenciatura,62740,Satisfactorio,No,1995-12-11,2023-10-23
00-76001106,Ligia,Fiol,Hombre,Managua,Ciudad Sandino,2016-01-28,Finanzas,Contador,Licenciatura,71374,Satisfactorio,No,1986-08-31,2016-07-26
00-17195288,Jessica,Herrero,Mujer,Managua,Managua,2017-02-07,Marketing,Creador de Contenido,Secundaria,53525,Bueno,No,1989-10-20,2018-12-19
00-21432787,María Teresa,Mata,Mujer,Managua,Tipitapa,2024-11-06,Atención al Cliente,Especialista de Soporte,Licenciatura,57059,Satisfactorio,No,1970-02-10,2025-05-05
00-65857931,Eli,Carrillo,Mujer,Managua,Managua,2021-10-17,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,81281,Bueno,No,2000-07-02,2022-04-15
00-80138498,Clarisa,Armengol,Hombre,Managua,Ciudad Sandino,2018-05-07,Ventas,Representante de Ventas,Licenciatura,77133,Bueno,Sí,1974-05-17,2018-11-03
00-88990506,Tiburcio,Pellicer,Hombre,Masaya,Masaya,2024-01-26,Operaciones,Coordinador de Logística,Licenciatura,59761,Excelente,Sí,1977-05-31,2024-07-24
00-93352876,Flora,Nogueira,Hombre,Managua,Managua,2016-01-05,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,69063,Bueno,No,1969-10-22,2016-07-18
00-37888820,Sosimo,Trillo,Hombre,Managua,Tipitapa,2021-02-08,TI,Administrador de Sistemas,Maestría,89816,Satisfactorio,No,1977-12-18,2021-08-07
00-20896797,Porfirio,Segura,Hombre,Chinandega,Chinandega,2017-09-15,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,61703,Bueno,No,1994-03-20,2021-08-28
00-20075036,Trinidad,Echeverría,Mujer,Managua,Ciudad Sandino,2017-09-25,Finanzas,Contador,Licenciatura,87080,Satisfactorio,No,1973-12-05,2018-03-24
00-89699989,Florina,León,Hombre,Managua,Ciudad Sandino,2019-08-13,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,66381,Excelente,No,1963-11-06,2020-02-09
00-48668783,Zaira,Tomás,Mujer,Managua,Ciudad Sandino,2022-06-19,Operaciones,Especialista en Inventario,Secundaria,57499,Necesita Mejora,No,1981-10-11,2022-12-16
00-70939053,Paola,Ledesma,Mujer,Managua,Tipitapa,2016-04-27,Operaciones,Especialista en Inventario,Licenciatura,56166,Excelente,Sí,1975-05-30,2024-04-01
00-93893865,Jose Luis,Bolaños,Hombre,Managua,Managua,2020-04-11,Ventas,Representante de Ventas,Licenciatura,82595,Bueno,Sí,1998-06-29,2022-07-23
00-25405014,Virgilio,Hervás,Hombre,Managua,Ciudad Sandino,2020-09-30,Operaciones,Especialista en Inventario,Secundaria,62555,Bueno,Sí,1996-06-29,2022-07-22
00-45652586,Clotilde,Pinilla,Mujer,Rivas,San Juan del Sur,2023-05-03,Operaciones,Especialista en Inventario,Licenciatura,65121,Bueno,Sí,1961-08-30,2023-10-30
00-32269779,Ana Belén,Morcillo,Hombre,Managua,Managua,2023-03-08,Marketing,Coordinador de Marketing,Licenciatura,73622,Bueno,No,1992-12-28,2023-09-04
00-86397676,Ibán,Pacheco,Mujer,Managua,Tipitapa,2024-10-18,Finanzas,Analista Financiero,Doctorado,107609,Necesita Mejora,Sí,1967-05-01,2025-04-16
00-72907576,Noé,Losa,Mujer,Managua,Tipitapa,2022-11-17,TI,Especialista de Soporte TI,Secundaria,55096,Satisfactorio,No,2000-07-14,2023-05-16
00-46540265,Judith,Llorente,Mujer,Managua,Managua,2020-07-21,Operaciones,Analista de Operaciones,Licenciatura,69793,Excelente,No,1987-09-05,2021-06-15
00-20796722,Asunción,Feijoo,Mujer,Rivas,Rivas,2020-02-01,TI,Desarrollador de Software,Licenciatura,102129,Satisfactorio,No,1983-08-15,2021-09-18
00-53261270,Lola,Ramos,Hombre,Managua,Ciudad Sandino,2021-06-27,TI,Administrador de Sistemas,Maestría,67886,Bueno,No,1986-09-26,2021-12-24
00-40725714,Marta,Hernandez,Mujer,Managua,Tipitapa,2024-09-09,Operaciones,Analista de Operaciones,Licenciatura,71889,Satisfactorio,Sí,1984-08-13,2025-03-08
00-12784407,Flavia,Tudela,Mujer,Managua,Managua,2024-06-12,Atención al Cliente,Representante de Atención al Cliente,Secundaria,62790,Satisfactorio,No,1973-02-08,2024-12-09
00-46173157,Ale,Buendía,Mujer,Managua,Tipitapa,2020-04-17,Operaciones,Coordinador de Logística,Licenciatura,58167,Satisfactorio,No,1976-12-29,2020-10-14
00-79654147,Sandalio,Hervia,Mujer,Managua,Ciudad Sandino,2022-04-22,Atención al Cliente,Especialista de Soporte,Secundaria,59713,Satisfactorio,No,1999-12-05,2022-10-19
00-88561612,Cándida,Peinado,Hombre,Managua,Ciudad Sandino,2019-06-22,Operaciones,Coordinador de Logística,Licenciatura,63660,Satisfactorio,Sí,1972-11-07,2019-12-19
00-73083727,Bernarda,Núñez,Mujer,Managua,Managua,2018-06-04,Operaciones,Especialista en Inventario,Licenciatura,55713,Satisfactorio,No,1980-11-03,2021-06-13
00-99943797,Marcia,Muro,Hombre,Managua,Managua,2016-05-08,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78805,Bueno,No,1991-01-02,2023-06-26
00-65250068,Wilfredo,Lillo,Mujer,Managua,Managua,2022-04-22,Ventas,Representante de Ventas,Licenciatura,60912,Bueno,Sí,1979-07-03,2022-10-19
00-63747791,Jerónimo,Carrillo,Hombre,Managua,Tipitapa,2023-09-20,Operaciones,Especialista en Inventario,Secundaria,66240,Satisfactorio,Sí,1981-04-24,2024-03-18
00-71045700,Maximiano,Carreras,Hombre,Managua,Ciudad Sandino,2016-09-28,Atención al Cliente,Especialista de Soporte,Secundaria,60280,Excelente,No,1990-01-06,2019-10-29
00-25558733,María Belén,Esteve,Hombre,Managua,Managua,2024-03-10,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,64287,Bueno,No,1989-06-29,2024-09-06
00-79067939,Mamen,Tomé,Hombre,Managua,Ciudad Sandino,2023-04-11,Ventas,Especialista de Ventas,Maestría,66781,Excelente,No,1983-02-11,2023-10-08
00-82825679,Dolores,Zamorano,Hombre,Managua,Tipitapa,2019-08-06,Ventas,Representante de Ventas,Licenciatura,84094,Bueno,No,1971-01-16,2020-02-02
00-79583757,Cornelio,Ferrera,Mujer,Managua,Ciudad Sandino,2018-04-18,Ventas,Representante de Ventas,Licenciatura,66981,Bueno,No,1971-12-30,2024-04-26
00-69329732,Poncio,Escobar,Mujer,Managua,Tipitapa,2022-04-21,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,78546,Bueno,No,1978-11-11,2023-08-22
00-83715012,Leandra,Castañeda,Hombre,León,La Paz Centro,2017-04-10,Operaciones,Coordinador de Logística,Licenciatura,64019,Bueno,No,1966-04-19,2020-10-19
00-75056916,Baltasar,Manzano,Hombre,Managua,Tipitapa,2016-09-11,Ventas,Representante de Ventas,Licenciatura,80980,Excelente,No,1985-07-20,2021-04-11
00-42117961,Edmundo,Tudela,Mujer,Granada,Granada,2022-02-07,Ventas,Representante de Ventas,Licenciatura,58242,Bueno,No,1991-11-19,2022-08-06
00-11835355,Albano,Luís,Mujer,Managua,Tipitapa,2020-06-20,TI,Desarrollador de Software,Maestría,95432,Necesita Mejora,No,1987-07-24,2023-07-03
00-25228493,Valero,Niño,Hombre,Managua,Managua,2019-03-09,Atención al Cliente,Especialista de Soporte,Licenciatura,72036,Bueno,No,1967-01-06,2021-09-08
00-30665654,Aurelio,Iriarte,Mujer,Managua,Tipitapa,2020-12-09,Ventas,Representante de Ventas,Licenciatura,69216,Satisfactorio,No,1981-06-20,2021-06-07
00-78299645,Ale,Carbonell,Hombre,Masaya,Masaya,2022-10-27,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,63344,Necesita Mejora,No,1978-12-03,2023-04-25
00-74759996,Salvador,Téllez,Hombre,Estelí,Pueblo Nuevo,2024-01-28,Marketing,Creador de Contenido,Licenciatura,63342,Bueno,Sí,1981-07-14,2024-07-26
00-83989546,Eva,Baeza,Hombre,Rivas,San Jorge,2017-02-25,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,67818,Satisfactorio,Sí,2001-04-26,2019-02-04
00-78214937,Obdulia,Mateu,Hombre,Managua,Tipitapa,2022-02-01,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,74416,Bueno,No,1961-03-06,2024-10-15
00-19369750,Jose Ramón,Carrasco,Mujer,Managua,Ciudad Sandino,2017-07-23,Atención al Cliente,Representante de Atención al Cliente,Secundaria,59823,Excelente,No,1993-06-20,2018-01-19
00-78147397,Sigfrido,Gonzalez,Hombre,Managua,Ciudad Sandino,2017-10-10,Marketing,Coordinador de Marketing,Licenciatura,77963,Excelente,No,1975-04-21,2018-04-08
00-50071487,Ricardo,Sanjuan,Hombre,Managua,Ciudad Sandino,2023-11-27,Operaciones,Especialista en Inventario,Secundaria,58852,Bueno,No,1976-07-11,2024-05-25
00-75718414,Manuel,Romeu,Mujer,Managua,Ciudad Sandino,2023-04-22,Operaciones,Coordinador de Logística,Licenciatura,56099,Excelente,No,1988-05-07,2023-10-19
00-75007200,Estela,Barrena,Hombre,León,La Paz Centro,2018-08-10,Ventas,Representante de Ventas,Licenciatura,80089,Bueno,Sí,1968-01-08,2019-05-18
00-82937948,Manola,Cabezas,Mujer,Managua,Managua,2018-12-11,Operaciones,Coordinador de Logística,Licenciatura,54065,Satisfactorio,No,1975-12-07,2021-12-16
00-35320492,Hipólito,Galván,Mujer,Rivas,Rivas,2024-04-06,Finanzas,Especialista en Cuentas por Pagar,Licenciatura,65623,Necesita Mejora,Sí,1988-07-16,2024-10-03
00-61401477,Ceferino,Crespo,Hombre,Managua,Tipitapa,2017-03-29,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,65571,Bueno,No,1977-12-24,2020-02-07
00-52704903,Carmina,Benavides,Mujer,Managua,Ciudad Sandino,2022-02-26,Ventas,Especialista de Ventas,Doctorado,94650,Bueno,No,1986-07-25,2022-08-25
00-61167978,Sebastian,Sanjuan,Mujer,Managua,Tipitapa,2018-09-08,Finanzas,Contador,Licenciatura,87620,Excelente,No,1987-10-19,2019-03-07
00-97512508,Adoración,Manuel,Mujer,Managua,Managua,2024-01-12,Operaciones,Analista de Operaciones,Maestría,84470,Bueno,No,1986-05-21,2024-07-10
00-26944487,Luis,Luna,Hombre,Managua,Managua,2020-09-13,Ventas,Especialista de Ventas,Licenciatura,74777,Bueno,No,1988-11-25,2021-04-21
00-23470708,Wilfredo,Belda,Mujer,Managua,Ciudad Sandino,2023-09-08,Operaciones,Coordinador de Logística,Licenciatura,55889,Bueno,No,2001-02-17,2024-03-06
00-80591959,Ámbar,Lamas,Hombre,León,El Sauce,2024-10-14,Operaciones,Coordinador de Logística,Licenciatura,67280,Bueno,No,1983-08-18,2025-04-12
00-29348212,Eufemia,Figuerola,Mujer,Matagalpa,Matiguás,2019-06-04,Ventas,Consultor de Ventas,Maestría,87940,Bueno,No,1976-06-09,2019-12-01
00-20043277,Candelas,Gomila,Mujer,Masaya,Niquinohomo,2019-08-24,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,58676,Bueno,No,1960-04-14,2021-04-22
00-93652460,Violeta,Larrañaga,Hombre,Managua,Managua,2022-10-28,TI,Especialista de Soporte TI,Secundaria,66001,Satisfactorio,Sí,1993-10-22,2023-04-26
00-54099326,Calixto,Barreda,Hombre,Chinandega,Corinto,2023-03-02,Atención al Cliente,Representante de Atención al Cliente,Secundaria,61836,Bueno,No,1992-02-17,2023-08-29
00-52501540,Marino,Malo,Mujer,Managua,Tipitapa,2021-06-09,Ventas,Representante de Ventas,Licenciatura,72320,Satisfactorio,No,1986-09-16,2021-12-06
00-82613940,Adelina,Mateu,Mujer,Managua,Ciudad Sandino,2015-09-12,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,67779,Necesita Mejora,No,1977-09-29,2021-03-17
00-94712997,Lalo,Vall,Mujer,Managua,Managua,2022-07-16,Atención al Cliente,Técnico de Mesa de Ayuda,Licenciatura,76637,Excelente,Sí,1991-05-26,2023-07-01
00-22130508,Urbano,Bernat,Hombre,Managua,Ciudad Sandino,2019-08-06,Operaciones,Especialista en Inventario,Licenciatura,58495,Bueno,No,1987-04-09,2022-07-21
00-95060193,Tamara,Rosales,Mujer,Managua,Ciudad Sandino,2022-09-25,Atención al Cliente,Especialista de Soporte,Licenciatura,62938,Bueno,No,1966-12-08,2023-03-24
00-32329103,Elisabet,Ibáñez,Hombre,Granada,Nandaime,2022-01-10,Atención al Cliente,Técnico de Mesa de Ayuda,Secundaria,67455,Satisfactorio,Sí,1980-12-09,2022-07-09
00-53536830,Jenaro,Almansa,Mujer,Managua,Ciudad Sandino,2023-12-30,Operaciones,Coordinador de Logística,Licenciatura,57243,Satisfactorio,No,1985-10-30,2024-06-27
00-60310319,Hortensia,Leon,Hombre,Managua,Ciudad Sandino,2019-07-29,Marketing,Coordinador de Marketing,Licenciatura,77791,Satisfactorio,Sí,1980-10-28,2020-01-25
00-65304649,María Carmen,Díez,Hombre,Managua,Ciudad Sandino,2020-06-20,Marketing,Gerente de Marketing,Maestría,94659,Excelente,Sí,1983-02-09,2020-12-17
00-33497411,Florinda,Salamanca,Hombre,Managua,Managua,2016-11-30,Atención al Cliente,Representante de Atención al Cliente,Licenciatura,70991,Necesita Mejora,No,1974-11-20,2020-03-23
00-42323627,Gerardo,Ruano,Mujer,Managua,Managua,2020-08-19,Ventas,Representante de Ventas,Licenciatura,67107,Satisfactorio,No,1982-07-03,2023-07-06
